Consumidor,NBO_1,NBO_2,NBO_3,NBO_4,NBO_5
6623,16,52,9,57,8
6624,19,51,80,76,7
6625,20,74,78,29,9
6626,76,52,46,23,30
6627,53,1,63,14,22
6628,22,57,73,16,26
6629,2,44,57,71,9
6630,34,17,37,39,45
6631,60,23,24,76,8
6632,24,20,43,70,5
6633,18,64,79,63,36
6634,34,6,7,1,39
6635,31,51,72,45,8
6636,42,21,6,19,39
6637,44,8,58,25,50
6638,67,55,58,33,74
6639,43,52,54,80,37
6640,4,25,31,67,5
6641,78,51,1,5,48
6642,59,27,38,78,6
6643,41,39,48,34,24
6644,10,38,42,72,57
6645,53,69,78,18,28
6646,72,5,74,55,17
6647,9,30,23,29,20
6648,72,34,55,15,68
6649,45,34,12,52,16
6650,24,53,70,45,63
6651,1,14,24,43,51
6652,57,11,46,48,63
6653,79,15,58,77,41
6654,50,34,48,1,6
6655,61,63,4,28,32
6656,14,63,7,8,41
6657,75,24,58,71,5
6658,35,13,22,36,43
6659,33,27,73,74,49
6660,36,71,16,21,65
6661,11,63,32,3,48
6662,34,1,8,39,68
6663,19,27,38,49,1
6664,63,55,56,16,67
6665,18,60,20,3,6
6666,62,73,18,26,1
6667,4,46,54,73,14
6668,17,16,31,65,1
6669,57,17,74,72,15
6670,42,60,2,16,43
6671,69,15,42,2,49
6672,80,4,7,22,28
6673,39,26,4,18,77
6674,10,59,72,26,2
6675,9,33,49,4,15
6676,50,16,9,21,28
6677,1,5,32,33,36
6678,54,61,75,11,22
6679,36,24,31,42,63
6680,1,9,12,49,54
6681,11,46,6,29,73
6682,2,44,6,33,59
6683,52,9,34,65,20
6684,5,3,17,7,26
6685,49,5,45,60,32
6686,55,30,68,41,48
6687,76,78,45,61,69
6688,17,62,22,39,2
6689,22,59,75,23,40
6690,35,10,17,19,28
6691,1,42,31,8,69
6692,75,62,9,50,76
6693,62,74,30,35,63
6694,48,47,40,51,77
6695,35,41,23,56,26
6696,54,60,8,12,19
6697,31,40,26,28,50
6698,52,24,48,2,59
6699,76,78,42,69,13
6700,64,17,27,36,48
6701,71,15,10,59,66
6702,55,56,45,59,5
6703,59,20,29,31,40
6704,9,43,1,7,12
6705,24,68,1,18,70
6706,37,35,75,76,22
6707,49,3,22,12,37
6708,35,60,21,48,67
6709,32,40,23,39,54
6710,27,64,71,61,79
6711,16,48,9,55,73
6712,30,39,73,75,37
6713,22,66,23,28,49
6714,2,9,19,39,42
6715,39,42,64,14,35
6716,16,2,33,14,41
6717,11,19,77,68,22
6718,32,13,33,60,8
6719,3,56,9,16,33
6720,60,20,63,9,26
6721,30,16,1,20,29
6722,29,75,5,22,27
6723,50,33,3,41,61
6724,70,51,39,44,71
6725,43,54,63,22,41
6726,19,34,39,49,4
6727,31,66,52,65,2
6728,6,5,75,11,32
6729,55,71,9,19,30
6730,42,57,2,13,29
6731,39,56,28,1,50
6732,36,44,2,6,9
6733,46,69,49,7,27
6734,76,32,46,14,18
6735,37,9,22,52,63
6736,21,37,42,60,9
6737,14,32,22,27,3
6738,29,21,74,13,23
6739,79,12,43,55,3
6740,32,49,61,20,27
6741,1,33,23,41,54
6742,20,4,23,42,37
6743,37,64,11,43,60
6744,36,19,49,55,2
6745,24,4,31,46,50
6746,37,38,2,50,7
6747,34,62,3,5,70
6748,1,22,67,3,18
6749,80,24,39,6,9
6750,33,77,26,20,59
6751,26,17,38,52,1
6752,71,2,9,18,25
6753,54,31,44,74,27
6754,16,12,70,23,68
6755,48,74,75,77,8
6756,70,79,64,71,21
6757,27,5,12,43,50
6758,33,11,45,7,20
6759,58,52,30,9,20
6760,67,24,37,78,3
6761,6,63,50,51,52
6762,20,45,50,63,72
6763,68,33,37,45,8
6764,49,7,27,78,57
6765,54,34,47,50,66
6766,67,25,29,35,53
6767,78,75,36,13,16
6768,55,28,75,22,74
6769,12,60,2,43,8
6770,69,18,20,38,17
6771,3,14,39,9,52
6772,44,79,42,67,72
6773,23,35,68,78,8
6774,17,38,42,64,23
6775,31,72,65,3,8
6776,69,43,6,14,23
6777,13,26,79,4,11
6778,1,10,45,4,79
6779,57,7,9,25,49
6780,12,77,6,23,9
6781,57,37,32,39,50
6782,44,8,32,51,71
6783,65,46,2,11,4
6784,45,77,16,22,43
6785,46,58,1,39,53
6786,21,23,27,9,59
6787,38,10,28,52,67
6788,15,71,38,39,42
6789,4,38,63,22,25
6790,3,53,58,10,29
6791,43,68,10,30,45
6792,1,28,34,43,42
6793,33,44,64,10,37
6794,48,19,40,46,47
6795,1,79,10,9,62
6796,58,24,61,15,27
6797,58,38,24,67,52
6798,28,50,3,48,51
6799,5,29,42,6,19
6800,4,26,9,37,79
6801,5,9,34,16,30
6802,17,61,66,22,56
6803,40,12,67,27,38
6804,7,26,51,80,64
6805,37,45,60,32,15
6806,34,52,58,76,35
6807,40,12,75,4,16
6808,29,4,75,9,13
6809,8,10,33,47,56
6810,20,38,52,31,2
6811,17,60,18,25,40
6812,25,65,63,5,19
6813,24,23,14,27,22
6814,38,11,18,23,78
6815,56,47,69,77,22
6816,9,54,41,44,55
6817,9,7,19,55,65
6818,11,17,35,2,5
6819,5,43,14,75,2
6820,36,39,43,51,64
6821,64,21,49,57,58
6822,52,40,21,34,38
6823,80,56,13,43,57
6824,17,44,14,25,32
6825,36,54,44,21,25
6826,27,52,11,57,70
6827,42,8,33,26,31
6828,25,9,19,3,21
6829,61,22,10,67,18
6830,65,6,47,10,50
6831,1,3,39,25,80
6832,51,79,2,29,4
6833,24,79,44,71,6
6834,7,19,69,2,5
6835,36,47,41,21,56
6836,7,11,76,10,9
6837,67,19,32,34,52
6838,42,15,9,2,6
6839,35,48,31,51,63
6840,6,38,4,59,66
6841,69,37,50,77,8
6842,40,45,50,17,23
6843,79,1,50,59,9
6844,74,34,4,28,20
6845,16,12,27,38,3
6846,68,63,19,42,49
6847,7,55,16,40,38
6848,32,30,8,9,20
6849,6,34,54,59,2
6850,33,69,62,10,16
6851,51,11,40,58,73
6852,52,54,77,6,13
6853,37,35,65,53,4
6854,49,14,40,54,70
6855,61,75,24,12,16
6856,46,43,2,54,65
6857,50,35,8,15,51
6858,31,43,27,60,69
6859,23,58,65,9,11
6860,28,65,26,62,52
6861,19,76,63,78,11
6862,49,71,20,45,22
6863,15,26,73,42,10
6864,3,4,31,76,17
6865,2,17,33,41,60
6866,5,72,29,6,16
6867,19,35,62,4,18
6868,31,55,1,2,54
6869,56,14,17,3,16
6870,72,2,5,7,15
6871,52,1,61,68,7
6872,15,37,69,18,42
6873,3,4,80,8,30
6874,69,2,20,24,26
6875,67,22,69,45,47
6876,50,54,69,20,67
6877,1,37,58,13,18
6878,34,20,71,15,53
6879,43,50,44,66,6
6880,45,31,35,34,61
6881,19,41,48,1,5
6882,13,15,21,43,31
6883,16,11,29,40,5
6884,57,4,41,42,80
6885,53,17,14,79,54
6886,66,9,63,14,17
6887,1,46,32,58,68
6888,17,15,19,4,64
6889,11,32,54,63,14
6890,64,79,30,44,77
6891,68,21,33,43,47
6892,58,52,7,23,1
6893,24,77,5,75,8
6894,52,46,41,62,42
6895,77,65,44,39,40
6896,16,42,43,56,3
6897,61,74,1,26,30
6898,74,18,26,41,47
6899,53,13,35,61,36
6900,3,34,42,59,65
6901,51,63,46,56,61
6902,22,54,16,23,63
6903,55,20,14,16,71
6904,43,56,68,78,59
6905,46,55,20,28,9
6906,77,21,7,9,54
6907,10,27,35,2,4
6908,46,58,61,66,67
6909,46,69,75,26,38
6910,52,25,40,28,12
6911,2,44,3,6,7
6912,18,49,7,1,74
6913,48,14,18,25,35
6914,44,76,46,60,75
6915,3,57,1,18,36
6916,32,26,55,61,75
6917,42,3,17,18,61
6918,73,76,74,79,57
6919,57,80,50,21,31
6920,23,26,10,25,49
6921,44,10,74,23,28
6922,58,80,62,16,28
6923,37,4,21,24,45
6924,10,42,54,56,65
6925,18,80,5,24,36
6926,42,7,6,21,25
6927,62,34,78,25,2
6928,7,26,56,1,31
6929,79,46,6,7,11
6930,56,61,37,18,35
6931,35,44,60,17,20
6932,78,36,76,14,43
6933,58,60,26,9,10
6934,56,10,26,44,2
6935,79,45,17,10,38
6936,36,38,5,8,48
6937,35,16,65,68,45
6938,34,30,56,24,32
6939,8,41,42,57,64
6940,15,19,39,40,49
6941,4,28,42,54,5
6942,32,41,75,80,13
6943,56,77,7,25,26
6944,30,25,4,6,38
6945,66,10,18,40,19
6946,75,9,35,53,38
6947,2,34,48,50,66
6948,48,8,32,3,42
6949,34,2,73,74,14
6950,12,42,56,77,33
6951,37,22,55,1,5
6952,75,6,19,66,73
6953,22,79,56,1,74
6954,56,50,16,1,14
6955,6,40,69,79,17
6956,52,29,39,46,28
6957,65,40,32,21,43
6958,23,26,11,37,5
6959,8,10,12,15,54
6960,14,19,33,70,73
6961,42,44,53,54,59
6962,8,51,9,36,72
6963,71,18,44,46,48
6964,69,15,59,76,7
6965,41,40,45,48,56
6966,49,18,56,16,24
6967,65,75,17,55,5
6968,52,30,72,21,39
6969,10,42,52,57,50
6970,2,5,42,40,51
6971,23,32,70,1,11
6972,57,56,28,72,2
6973,53,30,48,66,76
6974,36,42,11,13,15
6975,51,59,13,33,72
6976,63,26,17,58,13
6977,14,54,39,43,72
6978,45,14,21,74,79
6979,16,39,7,1,49
6980,9,14,34,1,3
6981,50,19,5,35,64
6982,76,16,51,64,10
6983,80,63,42,46,33
6984,6,61,45,10,76
6985,26,1,55,66,32
6986,62,45,61,56,14
6987,67,30,35,74,18
6988,50,66,24,4,42
6989,35,24,21,33,46
6990,59,13,56,60,68
6991,45,73,69,6,2
6992,38,50,32,3,45
6993,62,22,61,17,19
6994,73,25,1,59,13
6995,4,16,39,57,5
6996,60,14,19,33,17
6997,61,40,53,44,29
6998,74,12,29,33,49
6999,29,15,18,6,12
7000,7,35,46,70,15
7001,8,12,34,38,51
7002,79,29,45,54,66
7003,4,1,44,77,15
7004,10,55,30,9,20
7005,36,51,50,70,7
7006,30,3,27,48,18
7007,33,26,54,38,47
7008,44,12,24,34,59
7009,48,13,15,35,56
7010,5,28,32,13,70
7011,36,48,17,56,61
7012,12,9,28,54,6
7013,15,35,36,68,25
7014,28,25,30,43,44
7015,3,46,63,66,70
7016,54,6,42,63,39
7017,75,5,14,32,24
7018,62,5,43,44,54
7019,40,65,6,34,60
7020,71,22,58,6,20
7021,20,23,60,34,19
7022,29,79,5,10,19
7023,19,58,76,33,38
7024,72,38,67,2,5
7025,10,65,2,11,74
7026,78,19,44,60,62
7027,38,74,3,4,39
7028,32,76,80,10,51
7029,16,30,10,72,26
7030,70,23,7,14,20
7031,43,10,9,19,37
7032,37,41,46,17,77
7033,42,10,27,1,4
7034,58,41,2,32,71
7035,52,53,61,73,32
7036,24,17,37,2,66
7037,45,62,70,48,59
7038,2,10,22,43,44
7039,34,37,1,8,12
7040,55,68,16,26,1
7041,17,56,14,21,50
7042,78,80,43,2,12
7043,66,80,40,42,74
7044,47,56,36,3,15
7045,16,6,31,1,34
7046,5,77,17,23,60
7047,24,13,21,36,69
7048,32,46,62,1,14
7049,45,15,73,68,49
7050,72,10,17,28,31
7051,32,56,58,66,29
7052,26,7,14,45,50
7053,12,58,28,80,2
7054,74,68,12,30,36
7055,17,50,43,44,2
7056,55,11,15,17,21
7057,65,58,59,25,30
7058,52,75,68,37,77
7059,37,7,10,45,63
7060,53,54,47,7,18
7061,47,58,57,2,43
7062,38,79,3,26,52
7063,63,16,47,6,46
7064,9,42,73,6,14
7065,20,5,52,56,61
7066,19,15,24,79,52
7067,49,78,14,76,42
7068,10,25,47,63,70
7069,22,38,31,5,44
7070,52,69,78,23,13
7071,54,27,36,12,15
7072,76,51,41,70,78
7073,58,56,26,54,40
7074,17,40,55,65,80
7075,29,53,44,65,36
7076,14,43,55,20,62
7077,62,29,13,37,50
7078,65,21,33,61,77
7079,50,25,6,11,17
7080,27,8,70,7,9
7081,61,1,3,25,38
7082,50,45,48,21,40
7083,28,33,64,71,5
7084,3,77,36,1,12
7085,57,9,24,40,28
7086,10,45,1,3,21
7087,72,74,54,64,12
7088,46,48,57,29,79
7089,63,28,20,1,11
7090,28,32,64,14,24
7091,49,22,24,80,39
7092,11,50,15,22,17
7093,46,63,80,29,1
7094,38,35,77,16,29
7095,19,7,75,14,15
7096,72,54,22,73,2
7097,17,24,57,23,46
7098,61,68,24,35,31
7099,4,21,36,41,59
7100,17,54,29,35,56
7101,16,60,35,41,42
7102,9,15,62,28,73
7103,52,45,56,63,11
7104,5,14,25,18,2
7105,9,50,72,25,28
7106,16,69,5,6,38
7107,37,65,67,14,39
7108,56,4,3,8,25
7109,18,20,27,47,48
7110,8,2,51,52,22
7111,18,40,51,54,52
7112,76,12,9,3,25
7113,31,74,66,10,46
7114,36,28,55,15,16
7115,21,13,54,77,80
7116,8,34,47,65,1
7117,29,7,77,25,48
7118,21,39,65,3,6
7119,54,70,43,17,21
7120,79,20,33,1,23
7121,33,79,32,34,41
7122,28,72,53,10,12
7123,33,38,47,62,31
7124,53,50,75,2,24
7125,58,27,53,62,68
7126,30,41,49,16,33
7127,40,60,68,70,10
7128,36,9,62,78,1
7129,28,43,70,37,15
7130,14,68,66,12,19
7131,26,54,57,73,75
7132,74,51,20,1,25
7133,16,15,49,60,65
7134,57,70,68,5,42
7135,49,76,21,79,53
7136,55,3,79,69,20
7137,27,76,2,31,37
7138,69,14,15,40,43
7139,36,3,45,12,25
7140,23,49,9,28,40
7141,24,9,42,55,5
7142,67,73,76,10,15
7143,58,34,8,43,23
7144,34,37,48,16,55
7145,4,6,12,73,42
7146,6,38,40,46,60
7147,17,53,1,9,12
7148,39,46,80,8,71
7149,44,46,53,1,4
7150,11,57,78,48,15
7151,12,27,74,1,3
7152,44,22,53,5,49
7153,8,62,50,75,24
7154,62,45,74,48,47
7155,5,24,61,62,13
7156,63,12,13,45,74
7157,17,65,6,44,63
7158,19,27,62,16,52
7159,3,64,73,26,58
7160,32,47,9,22,38
7161,19,21,52,14,54
7162,80,76,62,3,48
7163,29,46,41,3,28
7164,36,2,3,6,23
7165,17,40,41,46,29
7166,14,30,49,52,24
7167,2,38,62,68,27
7168,61,36,52,64,2
7169,51,31,48,2,3
7170,61,44,19,22,35
7171,9,79,48,20,13
7172,60,6,5,73,33
7173,70,21,68,77,10
7174,71,6,25,37,68
7175,6,3,26,28,44
7176,19,70,53,64,10
7177,10,69,77,20,70
7178,78,36,59,3,37
7179,15,14,29,42,58
7180,5,10,61,20,22
7181,18,26,37,69,1
7182,59,46,13,28,16
7183,14,61,32,12,62
7184,15,24,11,23,67
7185,33,26,22,48,6
7186,62,17,25,29,1
7187,16,57,27,31,71
7188,35,29,64,53,34
7189,14,6,21,37,69
7190,66,33,14,32,39
7191,68,52,70,79,8
7192,74,63,2,46,12
7193,18,24,62,34,36
7194,65,3,17,35,25
7195,33,57,50,9,18
7196,32,59,33,37,67
7197,69,32,31,17,80
7198,32,70,39,58,14
7199,10,39,77,3,7
7200,61,33,6,8,14
7201,4,36,14,43,47
7202,55,25,67,62,66
7203,35,5,50,12,38
7204,9,72,28,26,32
7205,14,40,18,21,65
7206,73,1,67,68,75
7207,17,36,56,25,26
7208,9,11,23,24,49
7209,2,65,74,23,30
7210,1,42,62,68,79
7211,11,45,3,15,26
7212,36,68,51,6,24
7213,51,57,3,19,37
7214,57,44,42,48,54
7215,13,68,11,5,7
7216,34,22,63,37,9
7217,32,30,50,13,6
7218,8,44,55,66,32
7219,40,1,7,10,32
7220,71,56,60,42,57
7221,7,10,34,55,61
7222,61,12,36,71,11
7223,13,40,51,5,9
7224,22,45,61,54,72
7225,42,72,6,30,76
7226,1,26,27,47,61
7227,36,14,73,41,64
7228,56,44,13,7,12
7229,78,12,23,29,8
7230,73,7,20,32,44
7231,74,39,37,52,56
7232,20,29,31,74,34
7233,61,59,80,58,3
7234,17,67,5,31,32
7235,67,56,14,5,19
7236,66,6,19,28,68
7237,22,61,64,65,16
7238,3,11,53,58,71
7239,6,44,61,32,53
7240,37,61,49,60,28
7241,78,69,24,4,46
7242,27,12,80,3,24
7243,12,3,20,24,34
7244,30,38,51,78,24
7245,12,23,57,66,24
7246,2,79,17,52,37
7247,6,4,78,79,3
7248,29,61,63,7,17
7249,5,12,8,11,64
7250,25,51,78,58,63
7251,75,16,58,26,52
7252,35,6,11,37,71
7253,60,37,36,6,10
7254,50,9,31,10,63
7255,66,56,69,15,2
7256,38,10,22,45,32
7257,2,1,12,14,15
7258,36,19,67,9,16
7259,49,78,9,21,46
7260,34,11,3,17,59
7261,58,22,30,35,54
7262,3,23,36,75,10
7263,10,60,36,54,9
7264,54,70,3,69,7
7265,37,34,58,68,2
7266,22,30,37,46,11
7267,55,16,69,78,18
7268,4,58,60,10,19
7269,61,22,25,9,38
7270,26,37,42,68,43
7271,20,45,10,23,5
7272,59,45,58,76,12
7273,32,24,67,25,61
7274,77,38,33,23,63
7275,35,12,69,6,40
7276,12,53,22,32,62
7277,38,16,35,53,77
7278,45,56,43,66,68
7279,7,25,10,40,46
7280,11,36,66,69,33
7281,53,52,4,41,77
7282,38,37,15,21,24
7283,5,31,6,32,64
7284,27,80,29,49,76
7285,65,20,45,77,78
7286,32,2,21,37,49
7287,54,56,71,72,17
7288,75,6,58,15,23
7289,52,19,58,79,5
7290,40,2,3,4,15
7291,3,8,11,65,31
7292,3,15,2,51,52
7293,24,62,80,68,2
7294,44,78,57,2,16
7295,65,31,33,41,44
7296,24,26,22,3,6
7297,3,16,26,57,18
7298,54,6,49,57,62
7299,33,58,6,65,71
7300,16,28,32,48,35
7301,12,32,33,9,21
7302,31,44,63,72,19
7303,36,15,27,41,45
7304,11,29,36,45,33
7305,30,6,45,69,79
7306,1,20,31,15,44
7307,31,19,1,30,16
7308,70,76,26,38,11
7309,7,33,24,37,2
7310,67,2,30,48,61
7311,15,17,77,45,2
7312,29,14,25,12,16
7313,71,22,48,78,40
7314,17,19,61,11,40
7315,26,71,3,18,76
7316,13,38,46,66,3
7317,25,21,3,33,63
7318,75,12,13,45,62
7319,58,2,26,47,77
7320,47,69,77,65,66
7321,49,1,17,29,35
7322,7,50,48,12,25
7323,43,32,22,40,71
7324,80,30,33,45,5
7325,1,8,17,30,35
7326,29,16,25,32,56
7327,77,55,71,5,26
7328,50,76,1,24,26
7329,10,58,21,55,62
7330,71,17,45,23,6
7331,66,10,15,30,79
7332,58,16,30,49,50
7333,62,11,63,67,7
7334,4,14,33,47,54
7335,17,37,23,25,48
7336,43,75,27,18,74
7337,56,38,41,15,76
7338,56,6,45,70,4
7339,34,45,49,73,78
7340,16,50,52,80,7
7341,17,13,51,68,72
7342,8,38,69,18,57
7343,47,18,25,41,46
7344,50,23,18,3,38
7345,57,9,14,45,56
7346,68,50,70,79,9
7347,75,45,3,6,48
7348,21,10,32,40,50
7349,72,58,63,78,48
7350,22,6,13,30,54
7351,9,56,60,5,7
7352,14,64,67,69,16
7353,79,17,56,10,67
7354,80,15,20,48,29
7355,35,4,27,44,61
7356,21,5,16,20,66
7357,75,22,2,10,41
7358,48,14,61,7,24
7359,71,6,52,68,38
7360,28,63,31,66,80
7361,28,75,26,42,45
7362,20,14,7,10,31
7363,3,34,40,7,14
7364,41,69,24,36,40
7365,74,64,69,12,6
7366,8,18,51,62,1
7367,57,4,13,39,12
7368,2,25,52,64,66
7369,16,79,52,68,42
7370,15,28,1,17,27
7371,6,22,29,47,32
7372,45,49,40,56,64
7373,5,10,14,51,53
7374,23,40,5,16,19
7375,50,23,48,32,76
7376,19,3,28,35,8
7377,35,26,38,48,21
7378,64,78,79,4,19
7379,40,51,10,26,9
7380,41,13,15,47,58
7381,80,28,76,4,16
7382,26,20,36,5,9
7383,40,7,21,25,64
7384,38,47,73,17,29
7385,10,37,79,8,42
7386,66,2,40,71,44
7387,39,18,71,7,11
7388,36,8,35,45,72
7389,47,24,46,70,3
7390,59,69,74,32,51
7391,32,36,35,3,10
7392,33,16,40,42,14
7393,79,6,39,11,8
7394,68,62,78,34,30
7395,37,50,65,16,4
7396,16,36,71,26,75
7397,4,22,29,38,75
7398,27,29,30,78,15
7399,40,79,10,28,47
7400,5,21,14,9,37
7401,80,55,23,44,48
7402,57,34,6,68,29
7403,40,7,65,77,41
7404,52,63,1,6,30
7405,35,4,7,36,57
7406,32,2,33,18,22
7407,32,79,1,4,8
7408,14,49,52,54,73
7409,42,2,1,5,31
7410,14,54,71,80,2
7411,79,54,74,7,12
7412,29,77,4,1,9
7413,77,72,20,41,51
7414,65,73,21,24,63
7415,1,35,44,69,20
7416,15,47,9,19,27
7417,14,55,47,39,19
7418,42,53,77,38,43
7419,9,70,51,60,71
7420,36,75,35,5,30
7421,35,53,49,34,57
7422,9,32,59,54,22
7423,59,54,70,74,2
7424,56,54,60,15,45
7425,15,35,13,60,46
7426,43,49,25,56,4
7427,58,80,12,27,39
7428,7,23,17,5,16
7429,76,15,30,77,79
7430,63,56,17,10,23
7431,29,48,51,22,27
7432,16,37,66,8,67
7433,72,34,62,19,28
7434,76,37,4,42,50
7435,20,5,42,60,47
7436,49,76,38,39,41
7437,33,42,28,10,11
7438,49,45,50,7,22
7439,52,41,42,59,43
7440,22,61,18,35,39
7441,55,13,39,1,9
7442,21,8,36,43,60
7443,65,68,78,56,73
7444,12,64,50,27,7
7445,11,55,23,80,9
7446,16,48,21,39,64
7447,79,5,65,23,33
7448,76,67,4,9,34
7449,39,29,77,25,32
7450,22,21,25,54,8
7451,19,9,12,75,11
7452,49,45,38,71,80
7453,2,65,41,53,11
7454,47,1,40,32,36
7455,19,16,2,26,39
7456,22,56,1,12,46
7457,28,11,47,58,12
7458,58,53,72,74,45
7459,15,6,14,60,3
7460,24,41,69,3,48
7461,45,7,31,39,58
7462,35,12,14,40,43
7463,10,62,66,74,5
7464,55,16,18,10,46
7465,58,75,5,14,24
7466,33,18,20,50,54
7467,35,2,1,5,17
7468,7,1,19,24,42
7469,5,4,29,69,10
7470,50,9,42,23,25
7471,15,64,45,72,2
7472,17,62,23,47,33
7473,73,51,42,67,15
7474,76,80,78,14,19
7475,13,14,41,38,52
7476,51,2,61,44,45
7477,36,61,50,58,76
7478,69,60,76,38,62
7479,12,45,58,61,15
7480,25,79,13,52,56
7481,58,2,56,19,36
7482,5,39,58,65,1
7483,63,60,27,21,30
7484,8,20,42,1,4
7485,51,53,8,16,38
7486,21,72,26,27,42
7487,15,28,39,22,72
7488,41,11,58,77,14
7489,55,62,35,69,8
7490,50,26,60,75,55
7491,18,13,50,60,65
7492,9,32,45,55,13
7493,56,17,55,64,4
7494,9,15,26,55,4
7495,10,37,55,73,9
7496,20,29,43,12,7
7497,35,14,15,72,55
7498,41,57,52,22,32
7499,18,70,1,7,8
7500,36,29,69,70,14
7501,11,39,61,10,63
7502,25,47,3,5,1
7503,8,39,53,62,2
7504,39,20,6,8,11
7505,23,22,43,30,71
7506,6,8,18,35,54
7507,25,10,14,40,26
7508,38,30,52,73,15
7509,72,28,69,3,4
7510,35,53,52,47,17
7511,72,24,44,25,38
7512,5,38,37,62,3
7513,17,80,11,1,57
7514,7,4,70,77,1
7515,49,50,51,16,75
7516,23,70,38,50,52
7517,36,48,70,3,8
7518,14,53,24,57,13
7519,20,43,49,54,15
7520,28,22,2,16,45
7521,77,55,13,16,20
7522,43,63,72,16,20
7523,6,34,2,28,39
7524,6,22,72,1,27
7525,37,72,6,2,7
7526,47,80,1,58,66
7527,55,5,68,2,13
7528,46,20,23,37,22
7529,63,4,25,31,34
7530,59,42,55,57,3
7531,61,36,19,65,32
7532,19,12,17,38,10
7533,5,28,13,65,11
7534,78,42,57,36,3
7535,14,17,36,65,66
7536,62,77,41,4,13
7537,29,30,64,40,28
7538,43,8,11,18,22
7539,76,24,33,77,1
7540,28,62,4,52,53
7541,56,11,23,35,36
7542,56,77,5,21,27
7543,53,2,36,66,14
7544,15,56,27,7,10
7545,37,23,33,45,46
7546,61,8,22,27,54
7547,59,20,62,42,2
7548,7,76,77,2,24
7549,54,75,9,44,70
7550,33,43,1,44,26
7551,39,31,16,37,41
7552,4,71,6,10,13
7553,23,32,21,9,48
7554,4,15,48,1,16
7555,5,37,72,7,15
7556,23,30,14,15,38
7557,61,55,7,12,3
7558,21,57,66,13,2
7559,27,17,40,31,37
7560,48,79,66,2,5
7561,25,36,69,16,24
7562,21,32,23,13,43
7563,52,77,18,63,68
7564,35,36,62,75,23
7565,71,18,26,12,36
7566,60,70,80,49,51
7567,64,15,20,26,31
7568,15,33,53,59,30
7569,9,47,2,4,39
7570,41,36,53,22,48
7571,32,45,69,74,36
7572,10,56,23,68,5
7573,71,25,67,10,23
7574,58,60,7,8,59
7575,13,23,5,40,59
7576,61,28,1,23,78
7577,30,32,24,46,54
7578,21,20,48,11,24
7579,40,19,46,55,11
7580,22,36,56,15,16
7581,38,42,13,32,34
7582,38,52,80,8,40
7583,30,54,55,74,14
7584,51,36,13,55,29
7585,51,76,23,44,55
7586,60,43,8,21,10
7587,24,69,4,7,14
7588,16,21,39,24,77
7589,48,4,11,32,2
7590,64,25,7,13,39
7591,23,32,48,6,12
7592,73,38,37,77,5
7593,33,35,39,37,54
7594,3,6,12,28,35
7595,28,11,15,37,43
7596,74,40,63,68,30
7597,20,68,17,24,29
7598,1,59,14,16,30
7599,10,44,6,29,3
7600,20,60,63,66,68
7601,11,18,22,54,74
7602,25,52,69,5,19
7603,12,63,55,59,61
7604,43,13,62,30,70
7605,2,73,53,56,58
7606,75,10,23,27,64
7607,25,2,41,55,62
7608,9,22,70,76,15
7609,38,21,28,45,57
7610,70,46,69,30,79
7611,68,52,65,4,19
7612,13,19,28,37,41
7613,11,64,16,71,22
7614,13,63,43,4,20
7615,24,18,41,47,59
7616,41,46,72,3,14
7617,23,66,10,15,27
7618,37,18,70,79,20
7619,1,15,2,17,76
7620,33,8,68,3,66
7621,12,5,20,58,72
7622,13,48,6,22,32
7623,4,44,50,48,57
7624,39,31,60,66,3
7625,73,9,26,29,50
7626,54,27,62,2,42
7627,34,16,41,50,60
7628,60,11,4,71,67
7629,55,67,51,64,35
7630,19,1,5,10,22
7631,16,21,30,32,50
7632,78,11,17,19,32
7633,29,17,34,41,37
7634,10,25,9,30,41
7635,59,58,65,67,26
7636,21,27,43,41,73
7637,47,19,63,20,41
7638,62,10,38,78,33
7639,32,14,4,27,56
7640,38,65,26,16,28
7641,8,39,70,2,22
7642,64,28,51,52,57
7643,58,61,75,63,33
7644,78,27,10,18,44
7645,26,52,10,47,60
7646,79,3,22,23,55
7647,58,22,40,62,54
7648,37,3,11,4,5
7649,53,75,15,80,4
7650,16,25,66,70,11
7651,13,49,60,20,38
7652,17,9,49,1,43
7653,3,21,80,29,47
7654,54,23,12,65,17
7655,5,27,9,50,67
7656,65,55,18,13,29
7657,12,6,34,63,69
7658,62,8,13,10,19
7659,5,33,52,65,9
7660,50,52,71,40,79
7661,7,29,48,77,3
7662,35,37,11,38,2
7663,21,39,55,70,28
7664,29,14,37,75,58
7665,72,42,3,17,21
7666,78,36,8,13,44
7667,64,77,27,47,72
7668,62,4,42,32,55
7669,4,39,60,65,8
7670,69,64,31,71,6
7671,15,12,34,36,41
7672,74,22,42,59,60
7673,8,35,74,6,15
7674,8,9,19,35,5
7675,19,18,25,35,71
7676,43,11,52,31,32
7677,1,52,74,21,56
7678,4,12,38,14,66
7679,18,25,54,39,6
7680,41,55,24,37,22
7681,32,9,61,80,22
7682,80,18,67,16,33
7683,1,21,60,30,33
7684,76,18,48,56,3
7685,24,72,80,6,30
7686,38,65,10,67,29
7687,31,30,15,53,22
7688,35,29,10,13,36
7689,25,68,1,54,59
7690,37,7,12,62,68
7691,22,7,14,69,15
7692,74,29,34,66,57
7693,24,62,64,66,6
7694,8,15,22,37,72
7695,47,80,2,59,25
7696,28,1,16,32,70
